software_string,type,cpe_part,vendor,product,cna_source,cpe_combined_score,vendor_similarity_score,product_similarity_score,vendor_simple_similarity,product_simple_similarity,vendor_product_count,vendor_vulnerability_count,product_vulnerability_count,recommender_level,recommender_order,recommender_type
Intel:Viiv,HARDWARE,h,intel,celeron_n2940,CERT@VDE,1,0.158412582,0.277344081,1,0,15747,16546,2,PRODUCT,REJECT,hardware
Intel:Viiv,HARDWARE,h,intel,celeron_n3000,CERT@VDE,1,0.158412582,0.28571094,1,0,15747,16546,1,PRODUCT,REJECT,hardware
Intel:Viiv,HARDWARE,h,intel,celeron_n3010,CERT@VDE,1,0.158412582,0.19004664,1,0,15747,16546,3,PRODUCT,REJECT,hardware
Intel:Viiv,HARDWARE,h,intel,celeron_n3050,CERT@VDE,1,0.158412582,0.401093371,1,0,15747,16546,3,PRODUCT,REJECT,hardware
Intel:Viiv,HARDWARE,h,intel,celeron_n3060,CERT@VDE,1,0.158412582,0.357451937,1,0,15747,16546,3,PRODUCT,REJECT,hardware
Intel:Viiv,HARDWARE,h,intel,celeron_n3150,CERT@VDE,1,0.158412582,0.139579093,1,0,15747,16546,3,PRODUCT,REJECT,hardware
Intel:Viiv,HARDWARE,h,intel,celeron_b810,CERT@VDE,1,0.158412582,0.047370774,1,0,15747,16546,2,PRODUCT,REJECT,hardware
Intel:vPro,HARDWARE,h,intel,nuc5i3myhe,CERT@VDE,0.9548,0.158412582,-0.019420549,1,0,15747,16546,1,PRODUCT,REJECT,hardware
Intel:vPro,HARDWARE,h,intel,nuc7i3dnktc,CERT@VDE,0.9547,0.158412582,0.121070424,1,0,15747,16546,1,PRODUCT,REJECT,hardware
Intel:vPro,HARDWARE,h,intel,4116,CERT@VDE,0.9547,0.158412582,0.435407738,1,0,15747,16546,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,wing,UNKNOWN,0.9892,0.185596626,0.593573133,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,q70,UNKNOWN,0.987,0.185596626,0.597730544,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,dh10,UNKNOWN,0.9869,0.185596626,0.457353195,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,e971,UNKNOWN,0.9861,0.185596626,0.481953058,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,k20,UNKNOWN,0.986,0.185596626,0.472093045,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,f240k,UNKNOWN,0.9859,0.185596626,0.486680419,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,f200k,UNKNOWN,0.9858,0.185596626,0.544437264,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,e973,UNKNOWN,0.9852,0.185596626,0.467328868,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,v30\+,UNKNOWN,0.9848,0.185596626,0.528713828,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,g5,UNKNOWN,0.9846,0.185596626,0.524205434,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,v60,UNKNOWN,0.9846,0.185596626,0.437619767,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,f260k,UNKNOWN,0.9844,0.185596626,0.37642182,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,q8,UNKNOWN,0.9843,0.185596626,0.405025714,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,v40,UNKNOWN,0.9843,0.185596626,0.40065719,1,0,277,145,5,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,g6,UNKNOWN,0.984,0.185596626,0.384008226,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,f160k,UNKNOWN,0.9837,0.185596626,0.361168155,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,v30,UNKNOWN,0.9837,0.185596626,0.420578585,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,dh40,UNKNOWN,0.9836,0.185596626,0.416608872,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,x300,UNKNOWN,0.9835,0.185596626,0.418208468,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,dh5,UNKNOWN,0.983,0.185596626,0.230653206,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,cv7,UNKNOWN,0.9829,0.185596626,0.323836079,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,e976,UNKNOWN,0.9827,0.185596626,0.217619198,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,k50,UNKNOWN,0.9823,0.185596626,0.234092573,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,e975,UNKNOWN,0.9819,0.185596626,0.255232164,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,dh35,UNKNOWN,0.9819,0.185596626,0.18878336,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,q6,UNKNOWN,0.9817,0.185596626,0.331991848,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,k40,UNKNOWN,0.9815,0.185596626,0.315495438,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,v50,UNKNOWN,0.9813,0.185596626,0.219572454,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,cv5,UNKNOWN,0.9811,0.185596626,0.135138831,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,g3,UNKNOWN,0.9808,0.185596626,0.193650421,1,0,277,145,1,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,x500,UNKNOWN,0.9806,0.185596626,0.098969088,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,a,lg,-,UNKNOWN,0.9806,0.185596626,0.222750904,1,0,277,145,0,PRODUCT,REJECT,application
LG:Laptops,HARDWARE,h,lg,f180k,UNKNOWN,0.9804,0.185596626,0.068888527,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,f120k,UNKNOWN,0.9803,0.185596626,0.024793585,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,e975k,UNKNOWN,0.9801,0.185596626,0.111034917,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,cv1,UNKNOWN,0.9798,0.185596626,0.131641784,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,x400,UNKNOWN,0.9796,0.185596626,0.032504815,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,v20,UNKNOWN,0.9791,0.185596626,-0.119540569,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,g7,UNKNOWN,0.9789,0.185596626,-0.008912815,1,0,277,145,5,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,e977,UNKNOWN,0.9789,0.185596626,-0.018780766,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,k30,UNKNOWN,0.9788,0.185596626,-0.126576144,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,g8,UNKNOWN,0.9786,0.185596626,0.061898537,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,dh30,UNKNOWN,0.9785,0.185596626,-0.059577643,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,q60,UNKNOWN,0.9784,0.185596626,-0.082040946,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Laptops,HARDWARE,h,lg,dh15,UNKNOWN,0.9781,0.185596626,-0.114419702,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,l21_,UNKNOWN,1,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,a,lg,-,UNKNOWN,1,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,application
LG:Xnote,HARDWARE,h,lg,q6,UNKNOWN,0.9994,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,v50,UNKNOWN,0.9994,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,k30,UNKNOWN,0.9994,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,v20,UNKNOWN,0.9994,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,k40,UNKNOWN,0.9993,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,g5,UNKNOWN,0.9992,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,cv1,UNKNOWN,0.9992,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,g7,UNKNOWN,0.9991,0.185596626,0,1,0,277,145,5,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,q8,UNKNOWN,0.999,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,v30,UNKNOWN,0.999,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,g6,UNKNOWN,0.999,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,cv1s,UNKNOWN,0.9989,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,dh5,UNKNOWN,0.9988,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,g3,UNKNOWN,0.9988,0.185596626,0,1,0,277,145,1,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f240l,UNKNOWN,0.9988,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f100k,UNKNOWN,0.9988,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,dh50,UNKNOWN,0.9988,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f120k,UNKNOWN,0.9987,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,cv5,UNKNOWN,0.9987,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f180k,UNKNOWN,0.9987,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f180s,UNKNOWN,0.9986,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,su540,UNKNOWN,0.9986,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,p875,UNKNOWN,0.9986,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,ls970,UNKNOWN,0.9986,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,v35,UNKNOWN,0.9986,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f180l,UNKNOWN,0.9985,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f260s,UNKNOWN,0.9985,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,gapm-7200,UNKNOWN,0.9985,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,dh15,UNKNOWN,0.9985,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f240s,UNKNOWN,0.9985,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,v40,UNKNOWN,0.9985,0.185596626,0,1,0,277,145,5,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,k50,UNKNOWN,0.9985,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f260l,UNKNOWN,0.9985,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,cv3,UNKNOWN,0.9984,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,p875h,UNKNOWN,0.9984,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,q60,UNKNOWN,0.9983,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,dh30,UNKNOWN,0.9983,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,v30\+,UNKNOWN,0.9983,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f160s,UNKNOWN,0.9983,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,us780,UNKNOWN,0.9983,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,k20,UNKNOWN,0.9982,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,p760,UNKNOWN,0.9982,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,cv7,UNKNOWN,0.9982,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f120l,UNKNOWN,0.9982,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f120s,UNKNOWN,0.9982,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,a,lg,ipsfullhd,UNKNOWN,0.9981,0.185596626,0,1,0,277,145,1,PRODUCT,REJECT,application
LG:Xnote,HARDWARE,h,lg,p780,UNKNOWN,0.9981,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f200l,UNKNOWN,0.998,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f100s,UNKNOWN,0.998,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f160l,UNKNOWN,0.9979,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f160lv,UNKNOWN,0.9979,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,ls860,UNKNOWN,0.9979,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,v60,UNKNOWN,0.9979,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,lg870,UNKNOWN,0.9979,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,su870,UNKNOWN,0.9979,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
Xerox:NoteTaker,HARDWARE,h,xerox,workcentre,UNKNOWN,0.7158,0.005738661,0,1,0.815374248,529,196,0,PRODUCT,LOW,hardware
LG:Xnote,HARDWARE,h,lg,dh40,UNKNOWN,0.9978,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f100l,UNKNOWN,0.9978,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,cv7as,UNKNOWN,0.9978,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,dh35,UNKNOWN,0.9978,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f160k,UNKNOWN,0.9978,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,p940,UNKNOWN,0.9977,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f240k,UNKNOWN,0.9977,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,q70,UNKNOWN,0.9977,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f200k,UNKNOWN,0.9973,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,g6\+,UNKNOWN,0.9973,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,f260k,UNKNOWN,0.9972,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,p769,UNKNOWN,0.9971,0.185596626,0,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Xnote,HARDWARE,h,lg,g8,UNKNOWN,0.997,0.185596626,0,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Optimus Pad,HARDWARE,h,lg,l-09c,UNKNOWN,0.627,0.185596626,0.355028537,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Optimus Pad,HARDWARE,h,lg,l-03e,UNKNOWN,0.627,0.185596626,-0.087050214,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Optimus Pad,HARDWARE,h,lg,f160k,UNKNOWN,0.6211,0.185596626,0.211833604,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Optimus Pad,HARDWARE,h,lg,f240k,UNKNOWN,0.6201,0.185596626,0.374778488,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Optimus Pad,HARDWARE,h,lg,f260k,UNKNOWN,0.6196,0.185596626,0.227775905,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Optimus Pad,HARDWARE,h,lg,cv7,UNKNOWN,0.6189,0.185596626,0.289669116,1,0,277,145,4,PRODUCT,REJECT,hardware
LG:Optimus Pad,HARDWARE,h,lg,lnv7210r,UNKNOWN,0.6187,0.185596626,0.30594038,1,0,277,145,0,PRODUCT,REJECT,hardware
LG:Optimus Pad,HARDWARE,h,lg,e973,UNKNOWN,0.6186,0.185596626,0.373037491,1,0,277,145,0,PRODUCT,REJECT,hardware
Microsoft:HoloLens,HARDWARE,a,microsoft,-,Microsoft Corporation,1,0.050396025,-0.201723656,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:HoloLens,HARDWARE,a,microsoft,ampx,Microsoft Corporation,0.9992,0.050396025,-0.200028249,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:HoloLens,HARDWARE,a,microsoft,cabarc,Microsoft Corporation,0.9992,0.050396025,-0.410135774,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,webtv,Microsoft Corporation,0.7574,0.050396025,0.030447052,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,powertoys,Microsoft Corporation,0.7569,0.050396025,0,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,-,Microsoft Corporation,0.7569,0.050396025,-0.082135536,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,psexec,Microsoft Corporation,0.7566,0.050396025,-0.146820242,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,groove,Microsoft Corporation,0.7566,0.050396025,0.155824714,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,onenote,Microsoft Corporation,0.7564,0.050396025,-0.01496264,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,teredo,Microsoft Corporation,0.7564,0.050396025,0.024512418,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,skype,Microsoft Corporation,0.7554,0.050396025,0.2172716,1,0,5032,16642,1,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,jet,Microsoft Corporation,0.7539,0.050396025,0.170555327,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,grpconv,Microsoft Corporation,0.7535,0.050396025,-0.050336572,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,wordperfect_converter,Microsoft Corporation,0.7501,0.050396025,0.036649758,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia,HARDWARE,a,microsoft,bond,Microsoft Corporation,0.7492,0.050396025,0.009388172,1,0,5032,16642,1,PRODUCT,REJECT,application
Microsoft:Lumia 430,HARDWARE,a,microsoft,groove,Microsoft Corporation,0.7626,0.050396025,0.634826512,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia 430,HARDWARE,a,microsoft,webtv,Microsoft Corporation,0.7617,0.050396025,0.298030319,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia 430,HARDWARE,a,microsoft,psexec,Microsoft Corporation,0.7607,0.050396025,0.130116749,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia 430,HARDWARE,a,microsoft,powertoys,Microsoft Corporation,0.7607,0.050396025,0,1,0,5032,16642,0,PRODUCT,REJECT,application
Microsoft:Lumia 430,HARDWARE,a,microsoft,-,Microsoft Corporation,0.7607,0.050396025,0.065993564,1,0,5032,16642,0,PRODUCT,REJECT,application
Xerox:Sigma 9,HARDWARE,h,mi,mi_10,"Xiaomi Technology Co., Ltd.",0.9395,-0.021637609,0,0,0.40824829,354,53,2,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,mi,redmi_7,"Xiaomi Technology Co., Ltd.",0.9188,-0.021637609,-0.094875096,0,0.333333333,354,53,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,mi,redmi_6,"Xiaomi Technology Co., Ltd.",0.9148,-0.021637609,0.057317105,0,0.333333333,354,53,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,mi,redmi_6_pro,"Xiaomi Technology Co., Ltd.",0.9142,-0.021637609,0.20588269,0,0.246182982,354,53,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,mi,mi_router_3,"Xiaomi Technology Co., Ltd.",0.9114,-0.021637609,0.107095911,0,0.246182982,354,53,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,mi,redmi_note_7,"Xiaomi Technology Co., Ltd.",0.9094,-0.021637609,0.073942575,0,0.23570226,354,53,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,mi,redmi_note_6_pro,"Xiaomi Technology Co., Ltd.",0.9051,-0.021637609,-0.090359557,0,0.187317162,354,53,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,mi,pad_4,"Xiaomi Technology Co., Ltd.",0.8938,-0.021637609,-0.061336629,0,0.204124145,354,53,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,mi,redmi_note_4,"Xiaomi Technology Co., Ltd.",0.8876,-0.021637609,-0.189533995,0,0.23570226,354,53,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,sony,playstation_3,JPCERT/CC,0.9394,-0.008625521,0.186529977,0.188982237,0.40824829,807,22,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,supermicro,b9drg-3m,UNKNOWN,0.9308,0.05310412,0.847847184,0.43643578,0.46291005,2070,3,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,supermicro,x10qbl-4,UNKNOWN,0.9129,0.05310412,-0.167881783,0.43643578,0,2070,3,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,a,supermicro,superdoctor_5,UNKNOWN,0.9015,0.05310412,-0.10663514,0.43643578,0.102062073,2070,3,0,VENDOR,REJECT,application
Xerox:Sigma 9,HARDWARE,o,supermicro,b9drg-3m_firmware,UNKNOWN,0.8995,0.05310412,0.238053161,0.43643578,0.510753918,2070,3,0,VENDOR,REJECT,operatingsystem
Xerox:Sigma 9,HARDWARE,h,supermicro,h8sml-7,UNKNOWN,0.8994,0.05310412,0.10243221,0.43643578,0.333333333,2070,3,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,supermicro,x9drff-7,UNKNOWN,0.8993,0.05310412,0.125539704,0.43643578,0.136082763,2070,3,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,zte,zxr10_2800-4_almpufb\(low\),ZTE Corporation,0.9246,-0.008819617,-0.016704934,0.21821789,0.15430335,316,98,1,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,technicolor,tc7200.20,UNKNOWN,0.9181,-0.03909274,0.175277795,0.390360029,0,122,8,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,technicolor,dwg850-4,UNKNOWN,0.885,-0.03909274,0.590187202,0.390360029,0.15430335,122,8,0,VENDOR,REJECT,hardware
Microsoft:Lumia 430,HARDWARE,a,microsoft,jet,Microsoft Corporation,0.7605,0.050396025,0.682272516,1,0,5032,16642,0,PRODUCT,REJECT,application
Xerox:Sigma 9,HARDWARE,h,netvu,ecosense_4\/8\/16_\(m4t\),UNKNOWN,0.8973,-0.091956193,0.036434299,0.169030851,0.244948974,82,0,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,cypress,psoc_4,UNKNOWN,0.8947,-0.002652309,0.246895142,0.251976315,0.182574186,273,12,1,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,acer,chromebook_11_c735,UNKNOWN,0.8945,0.007683326,-0.193856297,0.377964473,0.080064077,52,0,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,acer,chromebook_11_c740,UNKNOWN,0.8945,0.007683326,-0.031292099,0.377964473,0.080064077,52,0,0,VENDOR,REJECT,hardware
Xerox:Sigma 9,HARDWARE,h,acer,chromebook_11_c730,UNKNOWN,0.8945,0.007683326,-0.059415345,0.377964473,0.080064077,52,0,0,VENDOR,REJECT,hardware
